timestamp,B_to_P1,P1_to_B,C_to_B,B_to_C,recorder1_9m_b,recorder2_9m_b,recorder3_9m_b,recorder1_9m_p1,recorder2_9m_p1,recorder1_9m_c,recorder2_9m_c
2024-02-29 12:15:20,1.0,1.0,4.0,2.0,52.0,95.0,42.0,15.0,12.0,10.0,28.0
2024-02-29 12:15:30,3.0,2.0,3.0,10.0,53.0,95.0,33.0,15.0,15.0,10.0,12.0
2024-02-29 12:15:40,2.0,2.0,1.0,2.0,60.0,80.0,31.0,10.0,10.0,10.0,10.0
2024-02-29 12:15:50,1.0,0.0,3.0,3.0,57.0,69.0,40.0,10.0,10.0,12.0,24.0
2024-02-29 12:16:00,3.0,0.0,1.0,3.0,51.0,60.0,37.0,10.0,10.0,21.0,16.0
2024-02-29 12:16:10,1.0,2.0,2.0,3.0,54.0,76.0,23.0,10.0,19.0,11.0,11.0
2024-02-29 12:16:20,1.0,2.0,0.0,3.0,52.0,83.0,25.0,15.0,36.0,10.0,16.0
2024-02-29 12:16:30,2.0,1.0,2.0,5.0,49.0,88.0,34.0,12.0,14.0,11.0,18.0
2024-02-29 12:16:40,1.0,0.0,0.0,2.0,54.0,85.0,39.0,10.0,10.0,20.0,44.0
2024-02-29 12:16:50,0.0,3.0,2.0,5.0,59.0,73.0,38.0,13.0,10.0,19.0,58.0
2024-02-29 12:17:00,2.0,2.0,4.0,6.0,63.0,78.0,35.0,21.0,10.0,54.0,50.0
2024-02-29 12:17:10,1.0,0.0,2.0,3.0,67.0,69.0,33.0,13.0,10.0,58.0,22.0
2024-02-29 12:17:20,2.0,0.0,2.0,2.0,49.0,77.0,39.0,10.0,12.0,20.0,41.0
2024-02-29 12:17:30,1.0,1.0,0.0,8.0,50.0,68.0,29.0,10.0,13.0,44.0,36.0
2024-02-29 12:17:40,1.0,2.0,2.0,7.0,41.0,64.0,32.0,10.0,10.0,52.0,17.0
2024-02-29 12:17:50,1.0,1.0,3.0,1.0,37.0,62.0,26.0,10.0,10.0,17.0,10.0
2024-02-29 12:18:00,2.0,2.0,0.0,2.0,55.0,68.0,30.0,10.0,12.0,12.0,10.0
2024-02-29 12:18:10,1.0,2.0,3.0,7.0,51.0,82.0,34.0,10.0,10.0,13.0,10.0
2024-02-29 12:18:20,0.0,2.0,4.0,4.0,50.0,57.0,34.0,11.0,11.0,13.0,14.0
2024-02-29 12:18:30,2.0,1.0,1.0,7.0,52.0,74.0,45.0,10.0,10.0,9.0,11.0
2024-02-29 12:18:40,0.0,0.0,1.0,2.0,43.0,79.0,39.0,10.0,10.0,14.0,11.0
2024-02-29 12:18:50,3.0,1.0,2.0,4.0,56.0,92.0,22.0,11.0,15.0,10.0,13.0
2024-02-29 12:19:00,2.0,3.0,3.0,10.0,63.0,112.0,28.0,42.0,36.0,10.0,13.0
2024-02-29 12:19:10,1.0,2.0,2.0,4.0,68.0,98.0,42.0,37.0,16.0,10.0,15.0
2024-02-29 12:19:20,2.0,0.0,4.0,4.0,50.0,75.0,44.0,24.0,14.0,12.0,16.0
2024-02-29 12:19:30,5.0,1.0,4.0,5.0,49.0,87.0,37.0,11.0,20.0,19.0,14.0
2024-02-29 12:19:40,1.0,3.0,3.0,6.0,55.0,84.0,45.0,10.0,12.0,25.0,15.0
2024-02-29 12:19:50,0.0,2.0,4.0,4.0,59.0,88.0,41.0,12.0,30.0,12.0,17.0
2024-02-29 12:20:00,3.0,3.0,4.0,4.0,66.0,82.0,42.0,11.0,17.0,23.0,27.0
2024-02-29 12:20:10,3.0,1.0,1.0,3.0,60.0,100.0,40.0,15.0,15.0,25.0,20.0
2024-02-29 12:20:20,1.0,4.0,7.0,6.0,58.0,96.0,40.0,16.0,18.0,28.0,36.0
2024-02-29 12:20:30,2.0,2.0,5.0,4.0,63.0,87.0,44.0,12.0,13.0,17.0,57.0
2024-02-29 12:20:40,1.0,2.0,2.0,7.0,56.0,86.0,45.0,15.0,11.0,14.0,25.0
2024-02-29 12:20:50,1.0,4.0,2.0,7.0,61.0,91.0,38.0,15.0,14.0,22.0,23.0
2024-02-29 12:21:00,3.0,0.0,5.0,6.0,45.0,90.0,41.0,10.0,10.0,16.0,18.0
2024-02-29 12:21:10,2.0,3.0,2.0,7.0,50.0,82.0,27.0,11.0,10.0,22.0,12.0
2024-02-29 12:21:20,0.0,1.0,7.0,10.0,62.0,89.0,31.0,14.0,10.0,14.0,12.0
2024-02-29 12:21:30,2.0,0.0,4.0,6.0,51.0,83.0,49.0,10.0,17.0,10.0,10.0
2024-02-29 12:21:40,1.0,1.0,1.0,4.0,43.0,79.0,38.0,11.0,21.0,13.0,10.0
2024-02-29 12:21:50,0.0,3.0,2.0,4.0,52.0,84.0,32.0,14.0,19.0,18.0,13.0
2024-02-29 12:22:00,3.0,3.0,2.0,8.0,57.0,81.0,40.0,10.0,17.0,20.0,11.0
2024-02-29 12:22:10,2.0,3.0,3.0,4.0,28.0,81.0,37.0,10.0,10.0,16.0,10.0
2024-02-29 12:22:20,4.0,4.0,2.0,4.0,52.0,82.0,37.0,10.0,16.0,19.0,10.0
2024-02-29 12:22:30,0.0,3.0,1.0,5.0,65.0,93.0,29.0,10.0,12.0,12.0,13.0
2024-02-29 12:22:40,2.0,0.0,5.0,4.0,61.0,96.0,29.0,14.0,15.0,11.0,11.0
2024-02-29 12:22:50,0.0,5.0,3.0,0.0,59.0,100.0,37.0,29.0,13.0,12.0,18.0
2024-02-29 12:23:00,2.0,0.0,2.0,4.0,46.0,90.0,29.0,17.0,10.0,11.0,13.0
2024-02-29 12:23:10,0.0,3.0,5.0,1.0,42.0,93.0,32.0,10.0,13.0,15.0,10.0
2024-02-29 12:23:20,0.0,1.0,1.0,4.0,50.0,74.0,43.0,14.0,10.0,11.0,12.0
2024-02-29 12:23:30,1.0,1.0,5.0,5.0,60.0,90.0,37.0,11.0,10.0,14.0,12.0
2024-02-29 12:23:40,1.0,2.0,2.0,2.0,58.0,70.0,37.0,10.0,11.0,10.0,11.0
2024-02-29 12:23:50,0.0,2.0,1.0,2.0,46.0,70.0,36.0,10.0,10.0,13.0,12.0
2024-02-29 12:24:00,2.0,2.0,3.0,2.0,58.0,74.0,34.0,19.0,11.0,10.0,25.0
2024-02-29 12:24:10,2.0,1.0,3.0,8.0,44.0,77.0,48.0,17.0,18.0,10.0,16.0
2024-02-29 12:24:20,2.0,3.0,0.0,10.0,44.0,70.0,46.0,21.0,16.0,14.0,14.0
2024-02-29 12:24:30,1.0,0.0,1.0,0.0,50.0,61.0,48.0,20.0,10.0,12.0,21.0
2024-02-29 12:24:40,0.0,2.0,2.0,5.0,38.0,52.0,34.0,23.0,10.0,17.0,32.0
2024-02-29 12:24:50,1.0,1.0,0.0,7.0,45.0,52.0,24.0,13.0,10.0,23.0,18.0
2024-02-29 12:25:00,0.0,0.0,1.0,0.0,41.0,27.0,41.0,10.0,10.0,18.0,11.0
2024-02-29 12:25:10,0.0,1.0,4.0,4.0,34.0,44.0,52.0,10.0,11.0,11.0,13.0
2024-02-29 12:25:20,0.0,1.0,1.0,4.0,37.0,44.0,38.0,11.0,23.0,10.0,10.0
2024-02-29 12:25:30,2.0,5.0,2.0,3.0,51.0,48.0,31.0,24.0,21.0,10.0,10.0
2024-02-29 12:25:40,2.0,2.0,4.0,6.0,43.0,34.0,32.0,29.0,11.0,18.0,16.0
2024-02-29 12:25:50,0.0,1.0,4.0,3.0,53.0,19.0,29.0,21.0,10.0,25.0,20.0
2024-02-29 12:26:00,0.0,2.0,3.0,3.0,36.0,33.0,31.0,26.0,17.0,16.0,10.0
2024-02-29 12:26:10,2.0,9.0,5.0,5.0,44.0,44.0,33.0,13.0,24.0,13.0,12.0
2024-02-29 12:26:20,4.0,1.0,2.0,4.0,38.0,40.0,40.0,10.0,15.0,33.0,11.0
2024-02-29 12:26:30,2.0,2.0,5.0,6.0,31.0,61.0,34.0,11.0,11.0,12.0,13.0
2024-02-29 12:26:40,3.0,1.0,2.0,3.0,29.0,35.0,34.0,10.0,10.0,17.0,10.0
2024-02-29 12:26:50,1.0,0.0,3.0,4.0,38.0,42.0,41.0,10.0,10.0,38.0,10.0
2024-02-29 12:27:00,1.0,3.0,3.0,3.0,38.0,37.0,30.0,13.0,16.0,20.0,12.0
2024-02-29 12:27:10,1.0,2.0,2.0,2.0,32.0,27.0,26.0,10.0,12.0,10.0,10.0
2024-02-29 12:27:20,2.0,0.0,3.0,4.0,34.0,27.0,31.0,16.0,15.0,10.0,30.0
2024-02-29 12:27:30,1.0,1.0,2.0,4.0,25.0,34.0,33.0,12.0,11.0,18.0,30.0
2024-02-29 12:27:40,2.0,0.0,3.0,4.0,37.0,30.0,39.0,10.0,10.0,28.0,13.0
2024-02-29 12:27:50,0.0,0.0,3.0,1.0,45.0,29.0,32.0,10.0,10.0,11.0,10.0
2024-02-29 12:28:00,1.0,1.0,2.0,1.0,41.0,31.0,31.0,11.0,10.0,10.0,10.0
2024-02-29 12:28:10,1.0,0.0,3.0,1.0,34.0,43.0,31.0,19.0,10.0,10.0,10.0
2024-02-29 12:28:20,1.0,0.0,1.0,0.0,40.0,39.0,33.0,48.0,16.0,10.0,10.0
2024-02-29 12:28:30,2.0,5.0,4.0,1.0,43.0,34.0,31.0,20.0,24.0,13.0,11.0
2024-02-29 12:28:40,0.0,0.0,1.0,2.0,27.0,34.0,31.0,34.0,11.0,10.0,10.0
2024-02-29 12:28:50,1.0,0.0,1.0,3.0,47.0,54.0,26.0,14.0,10.0,10.0,10.0
2024-02-29 12:29:00,0.0,3.0,3.0,1.0,52.0,68.0,23.0,10.0,10.0,10.0,12.0
2024-02-29 12:29:10,1.0,0.0,1.0,6.0,49.0,53.0,29.0,10.0,10.0,10.0,18.0
2024-02-29 12:29:20,0.0,2.0,5.0,2.0,30.0,44.0,35.0,10.0,10.0,10.0,11.0
2024-02-29 12:29:30,2.0,0.0,3.0,1.0,26.0,48.0,30.0,10.0,10.0,10.0,10.0
2024-02-29 12:29:40,0.0,0.0,3.0,2.0,28.0,26.0,48.0,10.0,10.0,17.0,14.0
2024-02-29 12:29:50,0.0,2.0,1.0,7.0,32.0,25.0,46.0,10.0,10.0,45.0,16.0
2024-02-29 12:30:00,0.0,1.0,3.0,1.0,42.0,21.0,46.0,10.0,10.0,35.0,15.0
2024-02-29 12:30:10,0.0,0.0,3.0,3.0,39.0,43.0,22.0,14.0,10.0,15.0,11.0
2024-02-29 12:30:20,1.0,0.0,3.0,1.0,51.0,41.0,28.0,12.0,10.0,23.0,10.0
2024-02-29 12:30:30,1.0,0.0,3.0,0.0,40.0,31.0,37.0,10.0,10.0,15.0,10.0
2024-02-29 12:30:40,1.0,0.0,3.0,0.0,47.0,48.0,36.0,10.0,10.0,10.0,23.0
2024-02-29 12:30:50,2.0,0.0,4.0,1.0,69.0,37.0,25.0,12.0,10.0,10.0,33.0
2024-02-29 12:31:00,0.0,0.0,4.0,1.0,48.0,35.0,22.0,14.0,11.0,11.0,17.0
2024-02-29 12:31:10,0.0,2.0,1.0,1.0,49.0,50.0,31.0,10.0,11.0,10.0,10.0
2024-02-29 12:31:20,1.0,0.0,9.0,7.0,46.0,60.0,37.0,10.0,10.0,11.0,10.0
2024-02-29 12:31:30,1.0,0.0,5.0,3.0,44.0,45.0,27.0,10.0,10.0,15.0,34.0
2024-02-29 12:31:40,0.0,1.0,5.0,2.0,37.0,30.0,25.0,11.0,10.0,28.0,56.0
2024-02-29 12:31:50,1.0,0.0,1.0,4.0,39.0,40.0,29.0,11.0,10.0,67.0,66.0
2024-02-29 12:32:00,1.0,1.0,4.0,6.0,39.0,45.0,30.0,10.0,10.0,68.0,23.0
2024-02-29 12:32:10,0.0,1.0,3.0,0.0,33.0,33.0,30.0,10.0,10.0,19.0,14.0
2024-02-29 12:32:20,1.0,0.0,1.0,2.0,33.0,39.0,27.0,12.0,10.0,11.0,10.0
2024-02-29 12:32:30,2.0,2.0,1.0,1.0,39.0,36.0,22.0,10.0,10.0,10.0,10.0
2024-02-29 12:32:40,0.0,0.0,0.0,2.0,19.0,28.0,20.0,11.0,10.0,10.0,11.0
2024-02-29 12:32:50,2.0,1.0,2.0,2.0,21.0,38.0,29.0,10.0,10.0,8.0,10.0
2024-02-29 12:33:00,0.0,1.0,1.0,0.0,19.0,39.0,26.0,10.0,10.0,8.0,10.0
2024-02-29 12:33:10,0.0,0.0,2.0,2.0,25.0,28.0,20.0,10.0,10.0,10.0,10.0
2024-02-29 12:33:20,0.0,0.0,2.0,1.0,40.0,41.0,33.0,10.0,10.0,12.0,10.0
2024-02-29 12:33:30,0.0,0.0,2.0,0.0,23.0,49.0,35.0,10.0,10.0,19.0,10.0
2024-02-29 12:33:40,0.0,0.0,5.0,0.0,29.0,25.0,34.0,10.0,10.0,10.0,10.0
2024-02-29 12:33:50,1.0,2.0,5.0,5.0,31.0,21.0,30.0,10.0,15.0,25.0,19.0
2024-02-29 12:34:00,1.0,0.0,1.0,2.0,35.0,28.0,45.0,13.0,12.0,16.0,26.0
2024-02-29 12:34:10,1.0,1.0,6.0,1.0,36.0,34.0,38.0,11.0,10.0,10.0,12.0
2024-02-29 12:34:20,0.0,1.0,0.0,4.0,28.0,27.0,37.0,10.0,10.0,19.0,10.0
2024-02-29 12:34:30,1.0,0.0,4.0,2.0,34.0,28.0,33.0,12.0,10.0,10.0,10.0
2024-02-29 12:34:40,0.0,0.0,1.0,3.0,23.0,40.0,30.0,14.0,10.0,10.0,11.0
2024-02-29 12:34:50,0.0,3.0,2.0,3.0,35.0,31.0,34.0,15.0,24.0,10.0,10.0
2024-02-29 12:35:00,0.0,1.0,2.0,1.0,37.0,32.0,36.0,13.0,17.0,11.0,10.0
2024-02-29 12:35:10,1.0,1.0,2.0,2.0,38.0,39.0,40.0,10.0,10.0,11.0,10.0
2024-02-29 12:35:20,0.0,1.0,0.0,2.0,32.0,48.0,41.0,10.0,10.0,10.0,10.0
2024-02-29 12:35:30,0.0,3.0,2.0,1.0,21.0,45.0,44.0,10.0,10.0,12.0,10.0
2024-02-29 12:35:40,0.0,1.0,3.0,0.0,33.0,36.0,32.0,10.0,10.0,10.0,10.0
2024-02-29 12:35:50,2.0,0.0,0.0,5.0,30.0,31.0,32.0,10.0,10.0,10.0,11.0
2024-02-29 12:36:00,0.0,2.0,1.0,1.0,38.0,31.0,22.0,11.0,10.0,10.0,10.0
2024-02-29 12:36:10,1.0,2.0,1.0,0.0,38.0,28.0,20.0,15.0,11.0,13.0,10.0
2024-02-29 12:36:20,1.0,0.0,1.0,1.0,29.0,33.0,27.0,17.0,10.0,10.0,10.0
2024-02-29 12:36:30,0.0,0.0,2.0,1.0,27.0,30.0,33.0,10.0,10.0,9.0,10.0
2024-02-29 12:36:40,0.0,1.0,0.0,0.0,23.0,31.0,36.0,10.0,10.0,10.0,10.0
2024-02-29 12:36:50,2.0,0.0,2.0,1.0,32.0,23.0,30.0,10.0,10.0,10.0,10.0
2024-02-29 12:37:00,0.0,0.0,1.0,1.0,27.0,20.0,23.0,10.0,10.0,7.0,10.0
2024-02-29 12:37:10,2.0,0.0,0.0,0.0,35.0,24.0,34.0,10.0,10.0,10.0,10.0
2024-02-29 12:37:20,1.0,0.0,1.0,0.0,23.0,25.0,38.0,10.0,10.0,8.0,10.0
2024-02-29 12:37:30,1.0,1.0,1.0,2.0,38.0,31.0,24.0,10.0,10.0,1.0,10.0
2024-02-29 12:37:40,0.0,0.0,0.0,1.0,27.0,32.0,31.0,10.0,10.0,5.0,10.0
2024-02-29 12:37:50,0.0,0.0,1.0,1.0,32.0,29.0,26.0,10.0,10.0,10.0,10.0
2024-02-29 12:38:00,0.0,2.0,1.0,1.0,27.0,39.0,24.0,10.0,10.0,10.0,10.0
2024-02-29 12:38:10,0.0,0.0,0.0,2.0,29.0,39.0,31.0,10.0,10.0,11.0,10.0
2024-02-29 12:38:20,0.0,1.0,2.0,1.0,34.0,31.0,31.0,10.0,10.0,10.0,10.0
2024-02-29 12:38:30,0.0,1.0,1.0,3.0,22.0,21.0,30.0,9.0,10.0,10.0,12.0
2024-02-29 12:38:40,0.0,0.0,0.0,0.0,29.0,18.0,37.0,10.0,7.0,10.0,10.0
2024-02-29 12:38:50,0.0,1.0,2.0,0.0,36.0,29.0,43.0,10.0,9.0,7.0,10.0
2024-02-29 12:39:00,2.0,0.0,1.0,0.0,49.0,37.0,35.0,10.0,10.0,10.0,9.0
2024-02-29 12:39:10,0.0,0.0,1.0,0.0,37.0,28.0,37.0,10.0,10.0,14.0,11.0
2024-02-29 12:39:20,0.0,0.0,2.0,0.0,43.0,29.0,26.0,14.0,25.0,13.0,11.0
2024-02-29 12:39:30,1.0,0.0,0.0,0.0,36.0,43.0,32.0,10.0,29.0,3.0,10.0
2024-02-29 12:39:40,0.0,1.0,1.0,5.0,51.0,26.0,33.0,10.0,10.0,6.0,10.0
2024-02-29 12:39:50,0.0,0.0,1.0,0.0,30.0,13.0,32.0,10.0,10.0,9.0,10.0
2024-02-29 12:40:00,1.0,0.0,1.0,1.0,25.0,24.0,38.0,10.0,10.0,8.0,14.0
2024-02-29 12:40:10,1.0,0.0,0.0,2.0,37.0,30.0,36.0,10.0,10.0,12.0,10.0
2024-02-29 12:40:20,0.0,0.0,0.0,2.0,31.0,31.0,30.0,10.0,10.0,11.0,11.0
2024-02-29 12:40:30,1.0,1.0,0.0,2.0,39.0,55.0,44.0,10.0,9.0,6.0,10.0
2024-02-29 12:40:40,1.0,0.0,1.0,0.0,36.0,40.0,53.0,10.0,10.0,10.0,11.0
2024-02-29 12:40:50,0.0,0.0,0.0,0.0,31.0,27.0,42.0,10.0,12.0,18.0,29.0
2024-02-29 12:41:00,0.0,0.0,1.0,3.0,32.0,33.0,37.0,11.0,12.0,18.0,10.0
2024-02-29 12:41:10,0.0,2.0,0.0,1.0,25.0,32.0,36.0,10.0,12.0,10.0,6.0
2024-02-29 12:41:20,0.0,0.0,1.0,0.0,30.0,36.0,36.0,10.0,10.0,9.0,7.0
2024-02-29 12:41:30,0.0,0.0,1.0,0.0,29.0,25.0,29.0,10.0,10.0,9.0,10.0
2024-02-29 12:41:40,1.0,1.0,1.0,1.0,29.0,21.0,25.0,10.0,10.0,10.0,10.0
2024-02-29 12:41:50,0.0,0.0,0.0,0.0,35.0,27.0,38.0,10.0,10.0,13.0,11.0
2024-02-29 12:42:00,0.0,1.0,2.0,0.0,35.0,31.0,34.0,10.0,10.0,9.0,15.0
2024-02-29 12:42:10,1.0,0.0,0.0,1.0,31.0,47.0,29.0,11.0,10.0,9.0,10.0
2024-02-29 12:42:20,0.0,0.0,1.0,0.0,29.0,35.0,31.0,13.0,10.0,10.0,10.0
2024-02-29 12:42:30,0.0,1.0,0.0,1.0,30.0,32.0,23.0,19.0,10.0,10.0,9.0
2024-02-29 12:42:40,0.0,0.0,0.0,0.0,27.0,25.0,41.0,15.0,10.0,10.0,10.0
2024-02-29 12:42:50,0.0,0.0,0.0,1.0,27.0,25.0,40.0,10.0,10.0,11.0,10.0
2024-02-29 12:43:00,0.0,0.0,0.0,2.0,31.0,31.0,40.0,15.0,10.0,17.0,9.0
2024-02-29 12:43:10,0.0,0.0,0.0,0.0,41.0,28.0,35.0,10.0,10.0,28.0,27.0
2024-02-29 12:43:20,0.0,0.0,1.0,1.0,34.0,21.0,43.0,10.0,10.0,31.0,57.0
2024-02-29 12:43:30,0.0,1.0,0.0,1.0,27.0,24.0,30.0,11.0,10.0,11.0,30.0
2024-02-29 12:43:40,2.0,0.0,1.0,2.0,40.0,26.0,28.0,10.0,10.0,12.0,10.0
2024-02-29 12:43:50,0.0,1.0,0.0,1.0,35.0,36.0,29.0,13.0,10.0,5.0,10.0
2024-02-29 12:44:00,1.0,0.0,0.0,0.0,45.0,47.0,36.0,18.0,10.0,10.0,10.0
2024-02-29 12:44:10,0.0,1.0,1.0,2.0,57.0,34.0,33.0,18.0,11.0,10.0,10.0
2024-02-29 12:44:20,0.0,1.0,2.0,1.0,48.0,37.0,24.0,22.0,10.0,10.0,10.0
2024-02-29 12:44:30,0.0,0.0,1.0,0.0,36.0,29.0,45.0,11.0,10.0,10.0,10.0
2024-02-29 12:44:40,2.0,0.0,0.0,0.0,27.0,25.0,38.0,38.0,13.0,10.0,10.0
2024-02-29 12:44:50,0.0,0.0,6.0,2.0,28.0,25.0,38.0,29.0,34.0,10.0,22.0
2024-02-29 12:45:00,1.0,0.0,2.0,2.0,23.0,22.0,41.0,10.0,28.0,9.0,10.0
2024-02-29 12:45:10,1.0,0.0,2.0,0.0,21.0,27.0,29.0,10.0,10.0,6.0,8.0
2024-02-29 12:45:20,0.0,0.0,2.0,1.0,19.0,39.0,20.0,10.0,10.0,3.0,10.0
2024-02-29 12:45:30,0.0,0.0,2.0,0.0,20.0,25.0,25.0,10.0,10.0,10.0,10.0
2024-02-29 12:45:40,0.0,0.0,0.0,0.0,31.0,46.0,28.0,10.0,9.0,4.0,8.0
2024-02-29 12:45:50,0.0,0.0,1.0,2.0,45.0,46.0,30.0,10.0,10.0,10.0,11.0
2024-02-29 12:46:00,0.0,0.0,0.0,1.0,39.0,24.0,39.0,10.0,10.0,10.0,10.0
2024-02-29 12:46:10,0.0,0.0,0.0,0.0,32.0,25.0,30.0,10.0,10.0,8.0,10.0
2024-02-29 12:46:20,0.0,1.0,0.0,0.0,36.0,35.0,28.0,10.0,10.0,10.0,10.0
2024-02-29 12:46:30,0.0,0.0,0.0,2.0,25.0,33.0,38.0,10.0,10.0,10.0,10.0
2024-02-29 12:46:40,0.0,0.0,0.0,1.0,18.0,33.0,33.0,10.0,10.0,9.0,10.0
2024-02-29 12:46:50,0.0,1.0,1.0,0.0,27.0,28.0,34.0,10.0,10.0,10.0,10.0
2024-02-29 12:47:00,0.0,0.0,1.0,1.0,35.0,34.0,33.0,10.0,10.0,19.0,12.0
2024-02-29 12:47:10,0.0,0.0,0.0,0.0,25.0,36.0,31.0,10.0,10.0,17.0,9.0
2024-02-29 12:47:20,1.0,0.0,1.0,4.0,31.0,20.0,40.0,10.0,10.0,29.0,12.0
2024-02-29 12:47:30,0.0,0.0,1.0,1.0,36.0,32.0,32.0,10.0,10.0,12.0,14.0
2024-02-29 12:47:40,2.0,0.0,0.0,1.0,35.0,38.0,24.0,10.0,10.0,10.0,11.0
2024-02-29 12:47:50,0.0,0.0,0.0,1.0,15.0,26.0,27.0,12.0,10.0,10.0,10.0
2024-02-29 12:48:00,0.0,0.0,0.0,1.0,25.0,31.0,36.0,12.0,10.0,10.0,10.0
2024-02-29 12:48:10,2.0,2.0,1.0,2.0,24.0,25.0,36.0,10.0,10.0,10.0,13.0
2024-02-29 12:48:20,0.0,2.0,1.0,0.0,28.0,25.0,22.0,11.0,10.0,7.0,36.0
2024-02-29 12:48:30,0.0,0.0,2.0,0.0,29.0,25.0,26.0,17.0,10.0,3.0,11.0
2024-02-29 12:48:40,1.0,4.0,1.0,2.0,42.0,51.0,39.0,11.0,10.0,10.0,10.0
2024-02-29 12:48:50,0.0,1.0,1.0,1.0,30.0,30.0,29.0,11.0,10.0,9.0,10.0
2024-02-29 12:49:00,0.0,1.0,2.0,2.0,40.0,41.0,35.0,10.0,10.0,9.0,10.0
2024-02-29 12:49:10,0.0,2.0,2.0,1.0,27.0,31.0,39.0,10.0,10.0,10.0,10.0
2024-02-29 12:49:20,1.0,0.0,0.0,4.0,32.0,30.0,37.0,10.0,10.0,15.0,11.0
2024-02-29 12:49:30,0.0,0.0,2.0,1.0,40.0,24.0,22.0,10.0,10.0,19.0,10.0
2024-02-29 12:49:40,0.0,1.0,1.0,4.0,36.0,39.0,32.0,10.0,10.0,10.0,15.0
2024-02-29 12:49:50,1.0,0.0,0.0,0.0,30.0,25.0,21.0,10.0,10.0,10.0,20.0
2024-02-29 12:50:00,0.0,1.0,3.0,0.0,40.0,41.0,16.0,10.0,10.0,10.0,19.0
2024-02-29 12:50:10,0.0,0.0,2.0,4.0,32.0,38.0,31.0,11.0,10.0,17.0,10.0
2024-02-29 12:50:20,1.0,0.0,2.0,2.0,41.0,23.0,36.0,10.0,10.0,17.0,15.0
2024-02-29 12:50:30,0.0,0.0,1.0,0.0,34.0,25.0,35.0,10.0,10.0,19.0,13.0
2024-02-29 12:50:40,0.0,1.0,0.0,0.0,34.0,29.0,33.0,18.0,10.0,10.0,16.0
2024-02-29 12:50:50,1.0,0.0,0.0,0.0,24.0,31.0,29.0,12.0,10.0,10.0,10.0
2024-02-29 12:51:00,0.0,0.0,1.0,1.0,22.0,21.0,29.0,10.0,10.0,10.0,10.0
2024-02-29 12:51:10,0.0,0.0,1.0,0.0,18.0,28.0,25.0,10.0,10.0,10.0,10.0
2024-02-29 12:51:20,0.0,0.0,0.0,1.0,23.0,30.0,33.0,14.0,10.0,10.0,10.0
2024-02-29 12:51:30,0.0,0.0,0.0,0.0,25.0,33.0,21.0,10.0,10.0,10.0,10.0
2024-02-29 12:51:40,1.0,0.0,2.0,3.0,29.0,19.0,23.0,10.0,10.0,9.0,10.0
2024-02-29 12:51:50,1.0,2.0,0.0,2.0,40.0,41.0,28.0,10.0,10.0,10.0,10.0
2024-02-29 12:52:00,2.0,0.0,1.0,4.0,40.0,37.0,26.0,10.0,10.0,10.0,12.0
2024-02-29 12:52:10,0.0,0.0,1.0,1.0,22.0,38.0,24.0,10.0,10.0,9.0,11.0
2024-02-29 12:52:20,0.0,3.0,0.0,1.0,25.0,20.0,24.0,10.0,10.0,10.0,10.0
2024-02-29 12:52:30,0.0,1.0,1.0,1.0,46.0,31.0,18.0,10.0,10.0,10.0,10.0
2024-02-29 12:52:40,0.0,0.0,1.0,0.0,38.0,21.0,19.0,10.0,10.0,11.0,10.0
2024-02-29 12:52:50,0.0,1.0,1.0,1.0,38.0,25.0,23.0,11.0,10.0,10.0,12.0
2024-02-29 12:53:00,0.0,2.0,2.0,1.0,48.0,53.0,28.0,10.0,10.0,10.0,10.0
2024-02-29 12:53:10,0.0,0.0,0.0,1.0,50.0,41.0,25.0,10.0,10.0,9.0,9.0
2024-02-29 12:53:20,0.0,0.0,2.0,2.0,27.0,35.0,21.0,10.0,10.0,10.0,10.0
2024-02-29 12:53:30,0.0,1.0,0.0,1.0,39.0,23.0,22.0,10.0,8.0,4.0,11.0
2024-02-29 12:53:40,0.0,0.0,0.0,0.0,31.0,14.0,24.0,10.0,8.0,9.0,9.0
2024-02-29 12:53:50,0.0,2.0,1.0,0.0,23.0,16.0,36.0,10.0,10.0,8.0,10.0
2024-02-29 12:54:00,0.0,0.0,1.0,0.0,16.0,28.0,31.0,10.0,10.0,8.0,10.0
2024-02-29 12:54:10,0.0,0.0,2.0,1.0,24.0,39.0,37.0,10.0,10.0,10.0,10.0
2024-02-29 12:54:20,1.0,2.0,0.0,1.0,50.0,33.0,38.0,10.0,10.0,10.0,16.0
2024-02-29 12:54:30,1.0,0.0,0.0,5.0,45.0,35.0,39.0,10.0,10.0,6.0,11.0
2024-02-29 12:54:40,0.0,1.0,0.0,0.0,21.0,26.0,32.0,10.0,10.0,17.0,11.0
2024-02-29 12:54:50,1.0,0.0,2.0,1.0,35.0,32.0,37.0,10.0,7.0,33.0,23.0
2024-02-29 12:55:00,2.0,0.0,0.0,4.0,48.0,49.0,25.0,10.0,8.0,20.0,39.0
2024-02-29 12:55:10,1.0,1.0,1.0,3.0,49.0,56.0,31.0,13.0,10.0,18.0,14.0
2024-02-29 12:55:20,0.0,0.0,0.0,0.0,50.0,29.0,38.0,19.0,10.0,7.0,10.0
2024-02-29 12:55:30,0.0,0.0,0.0,3.0,43.0,35.0,40.0,13.0,10.0,10.0,10.0
2024-02-29 12:55:40,0.0,0.0,1.0,0.0,24.0,24.0,29.0,10.0,10.0,10.0,10.0
